,"Відстань до школи, км",Менше за 0.8км,geometry
606,0.364928013599192,True,POINT (30.5105299 50.4704749)
607,0.13830870933693945,True,POINT (30.5119771 50.47219329999999)
608,0.2644546821675424,True,POINT (30.511209 50.47116879999999)
609,0.04729864451028982,True,POINT (30.5131299 50.47241629999999)
610,0.28855574650600835,True,POINT (30.51528189999999 50.4744652)
611,0.5511578660387294,True,POINT (30.5085167 50.4752109)
612,0.5511578660387294,True,POINT (30.5085167 50.4752109)
613,0.18555993518300662,True,POINT (30.513255 50.4748289)
614,0.17461630545912954,True,POINT (30.5125551 50.47463070000001)
615,0.5244756500874478,True,POINT (30.5084569 50.47169779999999)
616,0.4549067106818264,True,POINT (30.509033 50.472055)
617,0.38998450331599394,True,POINT (30.5095717 50.47246610000001)
618,0.32779977768663243,True,POINT (30.51026939999999 50.4717968)
619,0.3366205132382815,True,POINT (30.5100343 50.4727553)
620,0.3269309274850705,True,POINT (30.5101413 50.47332539999999)
621,0.3843303432442771,True,POINT (30.509617 50.473274)
622,0.3860737846399494,True,POINT (30.5096001 50.4732593)
623,0.26566481326284136,True,POINT (30.5107001 50.4733419)
624,0.3256690141932146,True,POINT (30.5102127 50.4737055)
625,0.362634191835748,True,POINT (30.5099675 50.4741104)
626,0.3628123414264315,True,POINT (30.510185 50.474698)
627,0.05449744343597196,True,POINT (30.5135193 50.4727018)
628,0.23863759429632267,True,POINT (30.5151352 50.4722591)
629,0.16570863714421866,True,POINT (30.5145202 50.47254829999999)
630,0.06961851565238665,True,POINT (30.5132604 50.4735931)
631,0.11286445457275553,True,POINT (30.5131607 50.474077)
632,0.09542689736054684,True,POINT (30.5139188 50.472945)
633,0.09592482854070182,True,POINT (30.5138972 50.4731516)
634,0.19462672868553701,True,POINT (30.5141382 50.4745066)
635,0.06756781392423342,True,POINT (30.5135704 50.4732888)
636,0.11175678857931094,True,POINT (30.5135993 50.47388970000001)
637,0.19462672868553701,True,POINT (30.5141382 50.4745066)
638,0.5497073745902032,True,POINT (30.5081495 50.4735899)
639,0.42805573569774563,True,POINT (30.5093517 50.4741104)
640,0.41724446782606883,True,POINT (30.509377 50.47374689999999)
641,0.2515789254781955,True,POINT (30.5109165 50.4737467)
642,0.14736656138241863,True,POINT (30.5122282 50.47410189999999)
643,0.11647338153270817,True,POINT (30.5121387 50.47348220000001)
644,0.1534438136940351,True,POINT (30.5139701 50.47411)
645,0.2352757694022894,True,POINT (30.514935 50.474047)
646,0.12067874799741281,True,POINT (30.5139162 50.4736804)
647,0.30498044780833505,True,POINT (30.5125362 50.4697769)
648,0.25454056355579696,True,POINT (30.5151162 50.4717303)
649,0.16464495448765235,True,POINT (30.5139545 50.4715321)
