,Адреса будинку,Адреса школи
712,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 29","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
713,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 31","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
714,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 31а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
715,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 33","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
716,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 35","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
717,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 36","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
718,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 37","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
719,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 38","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
720,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 39","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
721,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 39а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
722,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 40а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
723,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 41а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
724,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 42а/31","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
725,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 42/33","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
726,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 43","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
727,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 45","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
728,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 46/2","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
729,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 46а/2","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
730,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 46б/2","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
731,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 47","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
732,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 47а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
733,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 48а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
734,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 48/1а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
735,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 50","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
736,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 50б","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
737,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 51","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
738,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 54","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
739,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 56","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
740,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 56а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
741,"Україна, м.Київ, Подільський район, вул. Петропавлівська, 58","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
742,"Україна, м.Київ, Подільський район, вул. Захарівська, 1","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
743,"Україна, м.Київ, Подільський район, вул. Захарівська, 2","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
744,"Україна, м.Київ, Подільський район, вул. Захарівська, 3","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
745,"Україна, м.Київ, Подільський район, вул. Захарівська, 3а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
746,"Україна, м.Київ, Подільський район, вул. Захарівська, 7","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
747,"Україна, м.Київ, Подільський район, вул. Захарівська, 10","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
748,"Україна, м.Київ, Подільський район, вул. Захарівська, 14","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
749,"Україна, м.Київ, Подільський район, вул. Захарівська, 27","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
750,"Україна, м.Київ, Подільський район, вул. Захарівська, 27а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
751,"Україна, м.Київ, Подільський район, вул. Захарівська, 33","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
752,"Україна, м.Київ, Подільський район, вул. Захарівська, 35","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
753,"Україна, м.Київ, Подільський район, вул. Захарівська, 37","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
754,"Україна, м.Київ, Подільський район, вул. Захарівська, 38","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
755,"Україна, м.Київ, Подільський район, вул. Захарівська, 39","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
756,"Україна, м.Київ, Подільський район, вул. Захарівська, 42","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
757,"Україна, м.Київ, Подільський район, вул. Захарівська, 44","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
758,"Україна, м.Київ, Подільський район, вул. Захарівська, 46","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
759,"Україна, м.Київ, Подільський район, вул. Захарівська, 48","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
760,"Україна, м.Київ, Подільський район, вул. Захарівська, 48а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
761,"Україна, м.Київ, Подільський район, вул. Захарівська, 50","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
762,"Україна, м.Київ, Подільський район, вул. Захарівська, 52","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
763,"Україна, м.Київ, Подільський район, вул. Захарівська, 56","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
764,"Україна, м.Київ, Подільський район, вул. Копилівська, 10а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
765,"Україна, м.Київ, Подільський район, вул. Копилівська, 10б","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
766,"Україна, м.Київ, Подільський район, вул. Копилівська, 12а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
767,"Україна, м.Київ, Подільський район, вул. Копилівська, 12б","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
768,"Україна, м.Київ, Подільський район, вул. Копилівська, 21","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
769,"Україна, м.Київ, Подільський район, вул. Копилівська, 31","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
770,"Україна, м.Київ, Подільський район, вул. Копилівська, 17/19","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
771,"Україна, м.Київ, Подільський район, вул. Олени Теліги, 49","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
772,"Україна, м.Київ, Подільський район, вул. Олени Теліги, 51","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
773,"Україна, м.Київ, Подільський район, вул. Олени Теліги, 53","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
774,"Україна, м.Київ, Подільський район, вул. Олени Теліги, 55","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
775,"Україна, м.Київ, Подільський район, вул. Олени Теліги, 57","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
776,"Україна, м.Київ, Подільський район, вул. Кирилівська, 109а","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
777,"Україна, м.Київ, Подільський район, вул. Кирилівська, 109б","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
778,"Україна, м.Київ, Подільський район, вул. Кирилівська, 109в/1","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
779,"Україна, м.Київ, Подільський район, вул. Кирилівська, 109/2","Україна, м.Київ, Подільський район, вул. Копилівська, 23"
780,"Україна, м.Київ, Подільський район, Андріївський узвіз, 22а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
781,"Україна, м.Київ, Подільський район, Андріївський узвіз, 24а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
782,"Україна, м.Київ, Подільський район, Андріївський узвіз, 30","Україна, м.Київ, Подільський район, вул. Спаська, 16"
783,"Україна, м.Київ, Подільський район, Андріївський узвіз, 34а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
784,"Україна, м.Київ, Подільський район, вул. Борисоглібська, 16а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
785,"Україна, м.Київ, Подільський район, вул. Борисоглібська, 16б","Україна, м.Київ, Подільський район, вул. Спаська, 16"
786,"Україна, м.Київ, Подільський район, вул. Борисоглібська, 16в","Україна, м.Київ, Подільський район, вул. Спаська, 16"
787,"Україна, м.Київ, Подільський район, вул. Борисоглібська, 17/1а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
788,"Україна, м.Київ, Подільський район, вул. Верхній Вал, 62","Україна, м.Київ, Подільський район, вул. Спаська, 16"
789,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 57","Україна, м.Київ, Подільський район, вул. Спаська, 16"
790,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 14","Україна, м.Київ, Подільський район, вул. Спаська, 16"
791,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 16","Україна, м.Київ, Подільський район, вул. Спаська, 16"
792,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 16а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
793,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 18","Україна, м.Київ, Подільський район, вул. Спаська, 16"
794,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 20","Україна, м.Київ, Подільський район, вул. Спаська, 16"
795,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 20а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
796,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 21-23","Україна, м.Київ, Подільський район, вул. Спаська, 16"
797,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 22","Україна, м.Київ, Подільський район, вул. Спаська, 16"
798,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 28-30","Україна, м.Київ, Подільський район, вул. Спаська, 16"
799,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 32","Україна, м.Київ, Подільський район, вул. Спаська, 16"
800,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 30","Україна, м.Київ, Подільський район, вул. Спаська, 16"
801,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 31","Україна, м.Київ, Подільський район, вул. Спаська, 16"
802,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 34","Україна, м.Київ, Подільський район, вул. Спаська, 16"
803,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 34а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
804,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 34б","Україна, м.Київ, Подільський район, вул. Спаська, 16"
805,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 36","Україна, м.Київ, Подільський район, вул. Спаська, 16"
806,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 38","Україна, м.Київ, Подільський район, вул. Спаська, 16"
807,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 40","Україна, м.Київ, Подільський район, вул. Спаська, 16"
808,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 42","Україна, м.Київ, Подільський район, вул. Спаська, 16"
809,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 46","Україна, м.Київ, Подільський район, вул. Спаська, 16"
810,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 50","Україна, м.Київ, Подільський район, вул. Спаська, 16"
811,"Україна, м.Київ, Подільський район, вул. Воздвиженська, 51а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
812,"Україна, м.Київ, Подільський район, вул. Волоська, 18/17","Україна, м.Київ, Подільський район, вул. Спаська, 16"
813,"Україна, м.Київ, Подільський район, вул. Волоська, 20","Україна, м.Київ, Подільський район, вул. Спаська, 16"
814,"Україна, м.Київ, Подільський район, вул. Волоська, 21","Україна, м.Київ, Подільський район, вул. Спаська, 16"
815,"Україна, м.Київ, Подільський район, вул. Волоська, 23","Україна, м.Київ, Подільський район, вул. Спаська, 16"
816,"Україна, м.Київ, Подільський район, вул. Волоська, 24а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
817,"Україна, м.Київ, Подільський район, вул. Волоська, 29а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
818,"Україна, м.Київ, Подільський район, вул. Волоська, 32/34","Україна, м.Київ, Подільський район, вул. Спаська, 16"
819,"Україна, м.Київ, Подільський район, вул. Г.Сковороди, 3а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
820,"Україна, м.Київ, Подільський район, вул. Г.Сковороди, 5б","Україна, м.Київ, Подільський район, вул. Спаська, 16"
821,"Україна, м.Київ, Подільський район, вул. Г.Сковороди, 6","Україна, м.Київ, Подільський район, вул. Спаська, 16"
822,"Україна, м.Київ, Подільський район, вул. Г.Сковороди, 7а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
823,"Україна, м.Київ, Подільський район, вул. Г.Сковороди, 7б","Україна, м.Київ, Подільський район, вул. Спаська, 16"
824,"Україна, м.Київ, Подільський район, вул. Г.Сковороди, 11","Україна, м.Київ, Подільський район, вул. Спаська, 16"
825,"Україна, м.Київ, Подільський район, вул. Дегтярна, 6","Україна, м.Київ, Подільський район, вул. Спаська, 16"
826,"Україна, м.Київ, Подільський район, вул. Дегтярна, 7","Україна, м.Київ, Подільський район, вул. Спаська, 16"
827,"Україна, м.Київ, Подільський район, вул. Дегтярна, 8","Україна, м.Київ, Подільський район, вул. Спаська, 16"
828,"Україна, м.Київ, Подільський район, вул. Дегтярна, 9","Україна, м.Київ, Подільський район, вул. Спаська, 16"
829,"Україна, м.Київ, Подільський район, вул. Дегтярна, 10","Україна, м.Київ, Подільський район, вул. Спаська, 16"
830,"Україна, м.Київ, Подільський район, вул. Дегтярна, 11","Україна, м.Київ, Подільський район, вул. Спаська, 16"
831,"Україна, м.Київ, Подільський район, вул. Дегтярна, 19","Україна, м.Київ, Подільський район, вул. Спаська, 16"
832,"Україна, м.Київ, Подільський район, вул. Електриків, 21-23","Україна, м.Київ, Подільський район, вул. Спаська, 16"
833,"Україна, м.Київ, Подільський район, вул. Електриків, 23б","Україна, м.Київ, Подільський район, вул. Спаська, 16"
834,"Україна, м.Київ, Подільський район, вул. Іллінська, 10а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
835,"Україна, м.Київ, Подільський район, вул. Іллінська, 18а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
836,"Україна, м.Київ, Подільський район, вул. Іллінська, 20а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
837,"Україна, м.Київ, Подільський район, вул. Межигірська, 3/7а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
838,"Україна, м.Київ, Подільський район, вул. Межигірська, 3/7б","Україна, м.Київ, Подільський район, вул. Спаська, 16"
839,"Україна, м.Київ, Подільський район, вул. Межигірська, 5","Україна, м.Київ, Подільський район, вул. Спаська, 16"
840,"Україна, м.Київ, Подільський район, вул. Межигірська, 5в","Україна, м.Київ, Подільський район, вул. Спаська, 16"
841,"Україна, м.Київ, Подільський район, вул. Набережно-Хрещатицька, 1","Україна, м.Київ, Подільський район, вул. Спаська, 16"
842,"Україна, м.Київ, Подільський район, вул. Набережно-Хрещатицька, 3а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
843,"Україна, м.Київ, Подільський район, вул. Набережно-Хрещатицька, 7б","Україна, м.Київ, Подільський район, вул. Спаська, 16"
844,"Україна, м.Київ, Подільський район, вул. Набережно-Хрещатицька, 7в","Україна, м.Київ, Подільський район, вул. Спаська, 16"
845,"Україна, м.Київ, Подільський район, вул. Набережно-Хрещатицька, 11","Україна, м.Київ, Подільський район, вул. Спаська, 16"
846,"Україна, м.Київ, Подільський район, вул. Борисоглібська, 17/18а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
847,"Україна, м.Київ, Подільський район, вул. Набережно-Хрещатицька, 33","Україна, м.Київ, Подільський район, вул. Спаська, 16"
848,"Україна, м.Київ, Подільський район, вул. Набережно-Хрещатицька, 35","Україна, м.Київ, Подільський район, вул. Спаська, 16"
849,"Україна, м.Київ, Подільський район, вул. Набережно-Хрещатицька, 35а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
850,"Україна, м.Київ, Подільський район, вул. Почайнінська, 13/9","Україна, м.Київ, Подільський район, вул. Спаська, 16"
851,"Україна, м.Київ, Подільський район, вул. Почайнінська, 16","Україна, м.Київ, Подільський район, вул. Спаська, 16"
852,"Україна, м.Київ, Подільський район, вул. Почайнінська, 18","Україна, м.Київ, Подільський район, вул. Спаська, 16"
853,"Україна, м.Київ, Подільський район, вул. Почайнінська, 19","Україна, м.Київ, Подільський район, вул. Спаська, 16"
854,"Україна, м.Київ, Подільський район, вул. Почайнінська, 23","Україна, м.Київ, Подільський район, вул. Спаська, 16"
855,"Україна, м.Київ, Подільський район, вул. Почайнінська, 25/49","Україна, м.Київ, Подільський район, вул. Спаська, 16"
856,"Україна, м.Київ, Подільський район, вул. Почайнінська, 40","Україна, м.Київ, Подільський район, вул. Спаська, 16"
857,"Україна, м.Київ, Подільський район, вул. Спаська, 9","Україна, м.Київ, Подільський район, вул. Спаська, 16"
858,"Україна, м.Київ, Подільський район, вул. Спаська, 10в","Україна, м.Київ, Подільський район, вул. Спаська, 16"
859,"Україна, м.Київ, Подільський район, вул. Спаська, 10г","Україна, м.Київ, Подільський район, вул. Спаська, 16"
860,"Україна, м.Київ, Подільський район, вул. Спаська, 11","Україна, м.Київ, Подільський район, вул. Спаська, 16"
861,"Україна, м.Київ, Подільський район, вул. Спаська, 25/17","Україна, м.Київ, Подільський район, вул. Спаська, 16"
862,"Україна, м.Київ, Подільський район, вул. Спаська, 18-20","Україна, м.Київ, Подільський район, вул. Спаська, 16"
863,"Україна, м.Київ, Подільський район, вул. Спаська, 25","Україна, м.Київ, Подільський район, вул. Спаська, 16"
864,"Україна, м.Київ, Подільський район, вул. Спаська, 21-23","Україна, м.Київ, Подільський район, вул. Спаська, 16"
865,"Україна, м.Київ, Подільський район, вул. Спаська, 22","Україна, м.Київ, Подільський район, вул. Спаська, 16"
866,"Україна, м.Київ, Подільський район, вул. Спаська, 27/16","Україна, м.Київ, Подільський район, вул. Спаська, 16"
867,"Україна, м.Київ, Подільський район, вул. Хорива, 32","Україна, м.Київ, Подільський район, вул. Спаська, 16"
868,"Україна, м.Київ, Подільський район, вул. Хорива, 33","Україна, м.Київ, Подільський район, вул. Спаська, 16"
869,"Україна, м.Київ, Подільський район, вул. Хорива, 34","Україна, м.Київ, Подільський район, вул. Спаська, 16"
870,"Україна, м.Київ, Подільський район, вул. Хорива, 39/41","Україна, м.Київ, Подільський район, вул. Спаська, 16"
871,"Україна, м.Київ, Подільський район, вул. Хорива, 40","Україна, м.Київ, Подільський район, вул. Спаська, 16"
872,"Україна, м.Київ, Подільський район, вул. Хорива, 43","Україна, м.Київ, Подільський район, вул. Спаська, 16"
873,"Україна, м.Київ, Подільський район, вул. Хорива, 45/24","Україна, м.Київ, Подільський район, вул. Спаська, 16"
874,"Україна, м.Київ, Подільський район, вул. Хорива, 49в","Україна, м.Київ, Подільський район, вул. Спаська, 16"
875,"Україна, м.Київ, Подільський район, вул. Хорива, 50","Україна, м.Київ, Подільський район, вул. Спаська, 16"
876,"Україна, м.Київ, Подільський район, провулок Зелінського, 7","Україна, м.Київ, Подільський район, вул. Спаська, 16"
877,"Україна, м.Київ, Подільський район, провулок Зелінського, 8а","Україна, м.Київ, Подільський район, вул. Спаська, 16"
878,"Україна, м.Київ, Подільський район, провулок Зелінського, 10","Україна, м.Київ, Подільський район, вул. Спаська, 16"
879,"Україна, м.Київ, Подільський район, провулок Зелінського, 12","Україна, м.Київ, Подільський район, вул. Спаська, 16"
880,"Україна, м.Київ, Подільський район, вул. Червонопільська, 1","Україна, м.Київ, Подільський район, вул. Западинська, 10"
881,"Україна, м.Київ, Подільський район, вул. Червонопільська, 1а","Україна, м.Київ, Подільський район, вул. Западинська, 10"
882,"Україна, м.Київ, Подільський район, вул. Червонопільська, 2","Україна, м.Київ, Подільський район, вул. Западинська, 10"
883,"Україна, м.Київ, Подільський район, вул. Червонопільська, 2а","Україна, м.Київ, Подільський район, вул. Западинська, 10"
884,"Україна, м.Київ, Подільський район, вул. Червонопільська, 2б","Україна, м.Київ, Подільський район, вул. Западинська, 10"
885,"Україна, м.Київ, Подільський район, вул. Червонопільська, 2в","Україна, м.Київ, Подільський район, вул. Западинська, 10"
886,"Україна, м.Київ, Подільський район, вул. Червонопільська, 2г","Україна, м.Київ, Подільський район, вул. Западинська, 10"
887,"Україна, м.Київ, Подільський район, вул. Червонопільська, За","Україна, м.Київ, Подільський район, вул. Западинська, 10"
888,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 1","Україна, м.Київ, Подільський район, вул. Западинська, 10"
889,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 2","Україна, м.Київ, Подільський район, вул. Западинська, 10"
890,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 2а","Україна, м.Київ, Подільський район, вул. Западинська, 10"
891,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 3","Україна, м.Київ, Подільський район, вул. Западинська, 10"
892,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 4","Україна, м.Київ, Подільський район, вул. Западинська, 10"
893,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 4а","Україна, м.Київ, Подільський район, вул. Западинська, 10"
894,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 6","Україна, м.Київ, Подільський район, вул. Западинська, 10"
895,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 6а","Україна, м.Київ, Подільський район, вул. Западинська, 10"
896,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 8","Україна, м.Київ, Подільський район, вул. Западинська, 10"
897,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 10","Україна, м.Київ, Подільський район, вул. Западинська, 10"
898,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 10д","Україна, м.Київ, Подільський район, вул. Западинська, 10"
899,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 10г","Україна, м.Київ, Подільський район, вул. Западинська, 10"
900,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 17","Україна, м.Київ, Подільський район, вул. Западинська, 10"
901,"Україна, м.Київ, Подільський район, вул. Вітряні гори, 27/5","Україна, м.Київ, Подільський район, вул. Западинська, 10"
902,"Україна, м.Київ, Подільський район, вул. Осиповського, 13","Україна, м.Київ, Подільський район, вул. Западинська, 10"
903,"Україна, м.Київ, Подільський район, вул. Осиповського, 2","Україна, м.Київ, Подільський район, вул. Западинська, 10"
904,"Україна, м.Київ, Подільський район, вул. Осиповського, 2а/1","Україна, м.Київ, Подільський район, вул. Западинська, 10"
905,"Україна, м.Київ, Подільський район, вул. Осиповського, 2а/2","Україна, м.Київ, Подільський район, вул. Западинська, 10"
906,"Україна, м.Київ, Подільський район, вул. Осиповського, 2а/3","Україна, м.Київ, Подільський район, вул. Западинська, 10"
907,"Україна, м.Київ, Подільський район, вул. Осиповського, 2а/4","Україна, м.Київ, Подільський район, вул. Западинська, 10"
908,"Україна, м.Київ, Подільський район, вул. Осиповського, 2а/8","Україна, м.Київ, Подільський район, вул. Западинська, 10"
909,"Україна, м.Київ, Подільський район, вул. Осиповського, 2а/9","Україна, м.Київ, Подільський район, вул. Западинська, 10"
910,"Україна, м.Київ, Подільський район, вул. Вишгородська, 45","Україна, м.Київ, Подільський район, вул. Западинська, 10"
911,"Україна, м.Київ, Подільський район, вул. Вишгородська, 45а","Україна, м.Київ, Подільський район, вул. Западинська, 10"
912,"Україна, м.Київ, Подільський район, вул. Вишгородська, 45/2","Україна, м.Київ, Подільський район, вул. Западинська, 10"
913,"Україна, м.Київ, Подільський район, вул. Вишгородська, 47а","Україна, м.Київ, Подільський район, вул. Западинська, 10"
914,"Україна, м.Київ, Подільський район, вул. Вишгородська, 47б/47в","Україна, м.Київ, Подільський район, вул. Западинська, 10"
915,"Україна, м.Київ, Подільський район, вул. Вишгородська, 48б","Україна, м.Київ, Подільський район, вул. Западинська, 10"
916,"Україна, м.Київ, Подільський район, вул. Вишгородська, 51/1","Україна, м.Київ, Подільський район, вул. Западинська, 10"
917,"Україна, м.Київ, Подільський район, вул. Вишгородська, 53/2","Україна, м.Київ, Подільський район, вул. Западинська, 10"
918,"Україна, м.Київ, Подільський район, вул. Вишгородська, 55","Україна, м.Київ, Подільський район, вул. Западинська, 10"
919,"Україна, м.Київ, Подільський район, вул. Западинська, За","Україна, м.Київ, Подільський район, вул. Западинська, 10"
920,"Україна, м.Київ, Подільський район, вул. Западинська, Зб","Україна, м.Київ, Подільський район, вул. Западинська, 10"
921,"Україна, м.Київ, Подільський район, вул. Западинська, 4","Україна, м.Київ, Подільський район, вул. Западинська, 10"
922,"Україна, м.Київ, Подільський район, вул. Западинська, 5а","Україна, м.Київ, Подільський район, вул. Западинська, 10"
923,"Україна, м.Київ, Подільський район, вул. Западинська, 6","Україна, м.Київ, Подільський район, вул. Западинська, 10"
924,"Україна, м.Київ, Подільський район, вул. Западинська, 7","Україна, м.Київ, Подільський район, вул. Западинська, 10"
925,"Україна, м.Київ, Подільський район, провулок Биківський, 7","Україна, м.Київ, Подільський район, вул. Світлицького, 22"
926,"Україна, м.Київ, Подільський район, провулок Биіквський, 9а","Україна, м.Київ, Подільський район, вул. Світлицького, 22"
927,"Україна, м.Київ, Подільський район, вул. Осиповського, 19а","Україна, м.Київ, Подільський район, вул. Світлицького, 22"
928,"Україна, м.Київ, Подільський район, вул. Осиповського, 19б","Україна, м.Київ, Подільський район, вул. Світлицького, 22"
929,"Україна, м.Київ, Подільський район, вул. Осиповського, 19в","Україна, м.Київ, Подільський район, вул. Світлицького, 22"
930,"Україна, м.Київ, Подільський район, вул. Осиповського, 21","Україна, м.Київ, Подільський район, вул. Світлицького, 22"
931,"Україна, м.Київ, Подільський район, вул. Осиповського, 23","Україна, м.Київ, Подільський район, вул. Світлицького, 22"
